age,sex,residence,country.birth,income
50,Female,Zaragoza,España,16000
81,Female,Córdoba,España,19000
51,Female,Alacant,España,8000
53,Female,Granada,España,41000
37,Female,Bizkaia,España,31000
72,Male,Barcelona,Ecuador,34000
38,Female,Sevilla,España,12000
41,Female,Barcelona,España,66000
18,Female,Huelva,España,20000
34,Female,Madrid,España,25000
52,Male,A Coruña,España,12000
47,Female,Madrid,Marruecos,8000
68,Female,Castelló,España,43000
20,Male,Las Palmas,España,73000
25,Male,Madrid,España,24000
74,Male,León,Alemania,5000
51,Male,Barcelona,España,9000
34,Female,Huelva,España,19000
47,Female,Cáceres,España,21000
21,Male,Bizkaia,España,25000
61,Female,Sevilla,España,98000
44,Female,Burgos,España,21000
52,Male,Granada,España,14000
56,Male,Granada,España,26000
77,Male,Girona,Ucrania,17000
24,Male,Zamora,España,38000
40,Female,Bizkaia,España,38000
31,Male,Albacete,España,20000
38,Male,Alacant,España,10000
31,Female,Santa Cruz de Tenerife,España,14000
28,Male,Zaragoza,España,56000
75,Male,Navarra,España,32000
81,Female,Barcelona,España,53000
51,Female,Madrid,España,30000
61,Female,Granada,España,27000
39,Female,Asturias,España,10000
22,Male,Illes Balears,España,15000
38,Female,A Coruña,Marruecos,20000
47,Female,Cantabria,España,11000
65,Male,Santa Cruz de Tenerife,España,34000
34,Female,Barcelona,España,20000
30,Male,Murcia,España,12000
46,Female,Salamanca,España,9000
49,Male,Illes Balears,España,40000
62,Female,Gipuzkoa,España,29000
80,Female,Málaga,España,19000
39,Male,Gipuzkoa,España,32000
56,Female,Bizkaia,España,17000
62,Male,Granada,España,15000
72,Female,Gipuzkoa,España,12000
19,Male,Asturias,España,29000
33,Female,Asturias,España,32000
60,Male,Madrid,España,43000
74,Male,Valladolid,España,47000
20,Male,Madrid,España,25000
69,Female,Illes Balears,España,26000
58,Male,València,España,23000
84,Female,Barcelona,España,27000
40,Female,Illes Balears,España,22000
56,Male,València,España,8000
57,Male,Madrid,España,46000
26,Female,Sevilla,España,16000
24,Female,Zamora,España,21000
71,Male,Las Palmas,Bolivia,34000
76,Female,Bizkaia,España,14000
36,Female,Asturias,España,13000
33,Female,Barcelona,España,10000
59,Female,A Coruña,España,16000
20,Male,Madrid,España,14000
76,Male,Zamora,España,16000
52,Male,Zamora,España,24000
48,Female,Zamora,España,45000
73,Female,A Coruña,España,34000
80,Female,Alacant,Marruecos,12000
47,Female,Santa Cruz de Tenerife,España,43000
68,Female,Bizkaia,España,35000
53,Female,Las Palmas,España,24000
21,Male,Alacant,España,42000
62,Male,Toledo,España,42000
79,Female,Madrid,España,37000
51,Female,València,España,9000
29,Male,Madrid,España,13000
40,Male,Navarra,España,14000
54,Male,Madrid,Argentina,39000
81,Female,Madrid,España,78000
81,Male,Cádiz,España,31000
31,Male,Barcelona,Perú,24000
37,Male,Huelva,España,6000
61,Female,Murcia,España,19000
30,Male,Alacant,España,18000
25,Male,Las Palmas,España,12000
31,Female,Barcelona,España,59000
55,Male,Illes Balears,España,10000
27,Female,Las Palmas,España,17000
27,Female,Barcelona,España,8000
42,Male,Badajoz,España,14000
74,Female,Málaga,España,9000
47,Female,Alacant,España,20000
66,Female,València,España,20000
66,Female,Málaga,España,36000
51,Male,Madrid,España,22000
60,Male,Las Palmas,España,28000
57,Female,Madrid,España,8000
49,Female,Albacete,España,39000
36,Female,Barcelona,España,13000
84,Female,Las Palmas,España,28000
81,Female,Barcelona,España,33000
29,Male,Madrid,España,13000
50,Male,Córdoba,España,19000
55,Male,Alacant,España,25000
64,Male,Sevilla,España,46000
64,Male,Ávila,España,19000
44,Male,Huesca,España,12000
61,Male,Girona,España,17000
26,Female,Bizkaia,España,35000
37,Female,Jaén,España,24000
66,Male,Barcelona,España,19000
67,Female,Albacete,España,20000
46,Male,Granada,Rumanía,13000
56,Female,Toledo,España,22000
66,Male,Madrid,España,30000
28,Male,Barcelona,España,17000
24,Female,Málaga,España,22000
58,Male,Toledo,España,19000
39,Male,Jaén,Rusia,18000
36,Male,Madrid,España,13000
18,Female,Barcelona,España,20000
47,Female,Ciudad Real,España,42000
47,Male,Lugo,España,23000
58,Female,Málaga,España,7000
34,Female,Madrid,España,15000
50,Male,Alacant,Senegal,25000
30,Female,Illes Balears,Perú,23000
68,Female,Málaga,Argentina,93000
29,Female,Granada,España,12000
50,Male,Jaén,España,16000
39,Female,Barcelona,España,20000
49,Male,Las Palmas,Marruecos,8000
30,Male,Santa Cruz de Tenerife,Colombia,39000
52,Female,Murcia,España,26000
33,Male,Murcia,Francia,23000
45,Female,Madrid,España,17000
72,Male,Barcelona,España,18000
52,Female,Las Palmas,España,40000
33,Male,Alacant,España,70000
51,Male,Girona,España,35000
49,Male,Navarra,España,20000
73,Female,Madrid,España,24000
37,Female,València,España,10000
32,Female,Santa Cruz de Tenerife,España,32000
32,Female,Barcelona,España,17000
38,Male,Cantabria,España,15000
29,Male,Castelló,España,14000
80,Female,Barcelona,España,47000
43,Female,Girona,España,33000
56,Female,Santa Cruz de Tenerife,España,57000
59,Male,Sevilla,España,13000
56,Male,Sevilla,España,25000
32,Female,Zaragoza,España,52000
18,Female,Madrid,España,29000
18,Male,Barcelona,España,13000
82,Male,Girona,España,15000
67,Male,Illes Balears,España,26000
52,Female,La Rioja,España,13000
32,Female,Badajoz,España,44000
55,Female,Zamora,Reino Unido,19000
39,Female,València,España,29000
19,Male,Valladolid,España,55000
19,Female,Barcelona,España,23000
79,Male,Barcelona,España,56000
44,Male,Lleida,España,25000
26,Female,Girona,España,62000
55,Female,Madrid,España,48000
40,Female,Navarra,España,5000
48,Female,Sevilla,España,16000
47,Female,Granada,Venezuela,31000
56,Male,Madrid,España,21000
82,Male,Barcelona,España,32000
49,Male,Barcelona,España,30000
60,Male,Tarragona,España,76000
69,Male,Cáceres,España,18000
36,Male,Barcelona,España,83000
54,Female,Palencia,España,37000
35,Male,Madrid,España,58000
24,Male,Illes Balears,Reino Unido,19000
38,Male,València,Reino Unido,12000
24,Male,Barcelona,España,17000
60,Female,Santa Cruz de Tenerife,España,7000
60,Male,Málaga,España,7000
48,Male,Alacant,España,13000
74,Male,Zamora,España,29000
41,Male,Barcelona,República Dominicana,92000
68,Female,Ciudad Real,España,24000
29,Male,Sevilla,España,11000
35,Male,Alacant,España,14000
25,Male,València,España,34000
38,Male,Madrid,España,18000
21,Male,Sevilla,España,17000
58,Male,Málaga,España,15000
37,Female,Asturias,España,10000
71,Female,Alacant,Guinea Ecuatorial,18000
56,Male,León,Marruecos,58000
57,Male,Bizkaia,España,21000
49,Female,Zamora,España,19000
77,Female,Navarra,España,32000
56,Male,Madrid,Colombia,20000
53,Female,Córdoba,España,30000
82,Female,Jaén,Rumanía,21000
57,Male,Illes Balears,España,15000
32,Female,Alacant,España,12000
59,Female,Zaragoza,España,22000
22,Male,Araba,España,18000
53,Male,Girona,Marruecos,34000
22,Male,Bizkaia,España,34000
44,Female,Barcelona,España,19000
36,Female,Alacant,España,16000
51,Female,Las Palmas,España,15000
35,Male,León,España,15000
29,Female,Ourense,España,28000
43,Female,Sevilla,España,20000
54,Male,Cantabria,España,29000
82,Male,València,España,30000
80,Female,Madrid,España,30000
19,Male,Huesca,Chile,47000
36,Male,Zamora,España,16000
78,Male,Barcelona,Reino Unido,44000
36,Female,Girona,Estados Unidos de América,8000
47,Male,Bizkaia,España,11000
61,Male,València,España,83000
22,Male,Alacant,España,42000
36,Female,Toledo,Senegal,39000
79,Male,Ciudad Real,España,20000
61,Male,Sevilla,España,11000
60,Female,València,España,15000
34,Female,Cantabria,España,5000
71,Male,Lugo,España,28000
62,Female,Albacete,España,35000
66,Male,Barcelona,España,13000
48,Female,Zaragoza,España,14000
58,Male,Las Palmas,España,36000
30,Male,Valladolid,España,40000
64,Male,Alacant,España,32000
84,Female,Barcelona,España,58000
51,Female,Sevilla,Colombia,27000
63,Female,Alacant,República Dominicana,23000
34,Female,Madrid,España,40000
67,Male,Tarragona,España,27000
75,Female,Alacant,España,29000
26,Male,Alacant,España,62000
61,Male,Cuenca,España,15000
69,Male,Sevilla,España,11000
78,Male,Alacant,España,18000
23,Female,Illes Balears,España,29000
69,Male,Girona,España,7000
49,Male,Albacete,España,12000
36,Female,Gipuzkoa,España,10000
54,Female,Valladolid,España,17000
53,Female,Alacant,España,27000
78,Male,Córdoba,República Dominicana,26000
59,Male,Ciudad Real,Reino Unido,11000
23,Male,Valladolid,España,12000
54,Male,Valladolid,España,14000
70,Female,Valladolid,España,20000
72,Female,Almería,España,15000
66,Male,Badajoz,España,7000
47,Male,Navarra,España,18000
46,Female,Málaga,España,16000
68,Female,Barcelona,Rumanía,21000
56,Female,Murcia,España,25000
64,Male,Málaga,España,26000
40,Female,Albacete,España,16000
55,Male,Málaga,España,79000
51,Male,Jaén,España,9000
40,Male,Madrid,Marruecos,17000
64,Female,Cantabria,España,15000
83,Female,Illes Balears,Argentina,12000
70,Female,Sevilla,España,20000
72,Male,Badajoz,Bélgica,28000
68,Male,Toledo,España,12000
65,Male,Cuenca,España,33000
22,Male,València,Marruecos,10000
79,Male,Zaragoza,España,85000
46,Female,Granada,Marruecos,20000
31,Female,Murcia,Resto de Países Europeos,96000
68,Female,Madrid,España,19000
18,Female,Sevilla,España,6000
44,Female,Castelló,España,32000
19,Female,Santa Cruz de Tenerife,España,10000
64,Female,València,España,44000
50,Female,Barcelona,España,19000
58,Female,Lleida,India,18000
64,Female,Ciudad Real,España,12000
81,Male,València,España,41000
59,Female,Las Palmas,Jordania,28000
43,Male,Las Palmas,Argentina,23000
58,Male,Bizkaia,España,14000
35,Male,Valladolid,España,25000
35,Female,Toledo,España,13000
41,Male,València,Cuba,16000
24,Male,València,España,19000
44,Female,Alacant,España,5000
46,Female,Las Palmas,España,20000
54,Male,Cantabria,España,29000
32,Male,Barcelona,España,24000
31,Female,Málaga,Cuba,51000
53,Male,Illes Balears,Marruecos,8000
28,Male,Granada,España,41000
57,Female,Barcelona,España,19000
55,Female,Albacete,España,29000
39,Female,Granada,España,11000
69,Male,Barcelona,España,5000
39,Female,Asturias,España,12000
32,Male,Jaén,España,35000
63,Male,Lugo,España,23000
44,Male,València,España,11000
55,Male,Illes Balears,España,22000
61,Male,Madrid,España,12000
51,Female,Jaén,España,32000
31,Male,Zamora,Marruecos,24000
61,Male,Valladolid,España,15000
21,Male,Las Palmas,Túnez,18000
49,Female,Toledo,España,24000
45,Female,Granada,España,45000
62,Male,Illes Balears,España,18000
28,Female,Cantabria,España,16000
61,Female,Madrid,España,40000
54,Female,León,España,22000
55,Female,A Coruña,España,21000
40,Male,Illes Balears,España,6000
68,Male,Barcelona,España,33000
18,Female,Madrid,China,26000
52,Female,Zamora,China,9000
55,Male,León,España,30000
39,Male,Granada,España,20000
51,Male,Murcia,España,9000
46,Male,Navarra,España,18000
19,Male,València,España,59000
64,Female,A Coruña,España,21000
74,Female,Badajoz,España,33000
34,Male,Sevilla,España,33000
42,Female,Tarragona,España,31000
23,Female,Bizkaia,España,22000
43,Female,Jaén,España,68000
53,Male,Barcelona,España,38000
81,Male,Almería,Paraguay,7000
50,Female,Zamora,España,34000
75,Female,València,España,76000
42,Female,Barcelona,España,19000
39,Male,Sevilla,España,30000
51,Male,Navarra,España,12000
82,Male,Lleida,Uruguay,7000
36,Female,Madrid,Ecuador,23000
73,Female,Almería,España,8000
63,Male,Madrid,España,27000
56,Female,Badajoz,España,17000
42,Male,Huesca,España,16000
63,Female,Asturias,Brasil,34000
49,Male,Zamora,España,21000
50,Male,Zaragoza,España,33000
19,Male,Cádiz,España,19000
31,Female,Madrid,España,15000
24,Female,Zaragoza,España,22000
52,Male,A Coruña,España,74000
80,Female,Barcelona,España,11000
65,Male,Barcelona,España,24000
72,Female,A Coruña,España,7000
67,Female,Málaga,España,41000
34,Female,Tarragona,España,21000
64,Female,Lleida,España,19000
18,Female,Teruel,España,14000
55,Male,Barcelona,España,25000
64,Male,Sevilla,Honduras,28000
41,Female,Santa Cruz de Tenerife,España,52000
26,Male,Madrid,España,8000
19,Male,Araba,España,11000
39,Female,Alacant,España,61000
44,Female,Barcelona,España,13000
25,Female,Barcelona,Nicaragua,51000
69,Female,València,España,53000
49,Male,Bizkaia,España,39000
55,Female,Navarra,España,63000
44,Male,Illes Balears,Colombia,21000
42,Male,Madrid,España,54000
56,Female,Sevilla,España,11000
53,Male,Córdoba,España,15000
38,Male,Barcelona,España,10000
56,Male,Madrid,España,37000
45,Male,A Coruña,España,17000
54,Female,Illes Balears,España,7000
29,Male,Bizkaia,España,5000
32,Female,León,Andorra,25000
50,Female,Granada,España,17000
82,Male,Gipuzkoa,Marruecos,17000
44,Male,Madrid,España,63000
47,Female,Guadalajara,España,24000
59,Male,Barcelona,Nicaragua,14000
18,Female,Bizkaia,Colombia,29000
26,Female,Cádiz,España,35000
27,Male,Madrid,España,65000
47,Male,Jaén,España,13000
80,Male,Toledo,España,24000
53,Male,Barcelona,España,18000
24,Male,Málaga,España,9000
19,Male,Madrid,Rumanía,21000
81,Male,Huelva,España,13000
57,Male,Alacant,España,10000
77,Female,Castelló,España,20000
30,Female,Ciudad Real,España,10000
38,Female,Barcelona,España,21000
47,Female,Murcia,España,43000
32,Male,Barcelona,España,14000
37,Male,A Coruña,España,28000
78,Female,Málaga,España,29000
67,Female,Illes Balears,España,21000
75,Male,Toledo,España,30000
46,Male,Murcia,España,15000
35,Male,Madrid,España,30000
51,Male,Lugo,España,19000
33,Female,Sevilla,España,56000
61,Female,Barcelona,Uruguay,33000
22,Male,Alacant,Italia,34000
22,Male,Santa Cruz de Tenerife,España,26000
38,Male,Toledo,España,17000
58,Male,Asturias,España,7000
45,Female,Sevilla,España,53000
27,Male,Almería,Nigeria,20000
61,Male,Córdoba,España,74000
29,Male,Madrid,España,10000
48,Female,Araba,España,21000
52,Female,Barcelona,España,29000
43,Male,Madrid,España,14000
36,Male,Gipuzkoa,España,8000
70,Female,Barcelona,España,24000
70,Male,Ciudad Real,España,42000
33,Male,Murcia,España,19000
50,Female,A Coruña,Honduras,41000
48,Male,A Coruña,España,27000
28,Female,Alacant,España,49000
36,Male,Asturias,España,19000
45,Female,Sevilla,España,49000
69,Female,Barcelona,Brasil,22000
27,Male,Málaga,España,34000
20,Female,Madrid,República Dominicana,12000
46,Female,Alacant,España,12000
82,Male,León,España,29000
63,Female,Madrid,España,25000
52,Male,Toledo,España,13000
83,Male,Barcelona,Bolivia,15000
31,Female,València,Colombia,13000
57,Male,Asturias,España,5000
42,Female,Barcelona,España,50000
24,Male,Gipuzkoa,España,37000
19,Female,Santa Cruz de Tenerife,España,30000
34,Male,Barcelona,España,55000
50,Male,Ourense,España,7000
54,Male,Castelló,España,29000
52,Male,Barcelona,España,18000
20,Male,Ávila,España,21000
56,Male,Barcelona,España,36000
84,Female,Albacete,Colombia,11000
58,Male,Madrid,España,20000
34,Male,Barcelona,España,19000
27,Male,Madrid,España,26000
41,Male,Barcelona,España,41000
42,Female,Barcelona,España,11000
39,Male,Las Palmas,España,21000
48,Female,Zaragoza,España,78000
37,Female,Valladolid,India,67000
29,Female,Granada,España,28000
21,Female,Barcelona,Marruecos,9000
72,Male,València,España,31000
47,Female,Madrid,España,15000
35,Male,A Coruña,España,37000
70,Female,Barcelona,España,10000
35,Male,Córdoba,España,49000
66,Female,Barcelona,España,30000
20,Male,Toledo,España,21000
59,Male,Madrid,España,8000
40,Female,Lugo,España,5000
47,Male,Valladolid,España,13000
44,Female,Alacant,España,10000
35,Female,Zamora,España,23000
31,Male,Sevilla,España,15000
25,Female,Barcelona,España,96000
19,Female,Navarra,España,15000
76,Female,Murcia,España,23000
36,Female,Las Palmas,España,27000
51,Female,A Coruña,España,43000
41,Male,Asturias,Colombia,19000
35,Male,Illes Balears,España,4000
22,Male,València,España,15000
39,Male,Badajoz,España,24000
64,Male,Málaga,España,19000
46,Male,Tarragona,España,28000
55,Female,A Coruña,España,22000
31,Female,Navarra,Marruecos,35000
18,Male,Alacant,España,11000
27,Male,Albacete,España,32000
64,Female,Madrid,España,54000
35,Female,Barcelona,Argelia,18000
30,Female,Salamanca,Nicaragua,25000
48,Male,Jaén,España,16000
69,Male,Barcelona,Rumanía,23000
63,Male,Jaén,España,16000
60,Female,Zamora,España,46000
29,Male,Madrid,Argentina,21000
18,Male,Cádiz,España,56000
22,Female,Zamora,España,34000
40,Female,Sevilla,España,32000
69,Male,Murcia,España,18000
52,Female,A Coruña,Paraguay,24000
42,Female,Barcelona,España,13000
52,Male,Zamora,España,34000
45,Male,Madrid,España,39000
30,Male,Valladolid,España,16000
40,Male,Zamora,España,18000
40,Male,Santa Cruz de Tenerife,España,14000
62,Male,Málaga,España,40000
70,Male,Girona,España,14000
65,Male,Jaén,España,15000
24,Female,València,España,15000
47,Male,Barcelona,España,38000
55,Male,Barcelona,España,51000
83,Female,Sevilla,España,70000
55,Female,Bizkaia,España,8000
66,Male,León,España,19000
47,Female,Huelva,España,17000
64,Male,Barcelona,España,8000
37,Female,Madrid,España,15000
41,Female,Lleida,España,15000
42,Male,Jaén,Rumanía,21000
64,Male,Sevilla,España,11000
47,Male,Salamanca,España,12000
24,Male,Madrid,España,24000
43,Male,Madrid,España,6000
62,Male,Ciudad Real,China,10000
75,Male,Illes Balears,España,30000
59,Male,Jaén,España,74000
32,Male,Barcelona,Perú,49000
74,Male,Albacete,Argentina,11000
33,Male,Guadalajara,España,24000
78,Male,Guadalajara,España,29000
51,Female,Santa Cruz de Tenerife,España,38000
48,Female,Murcia,España,23000
38,Female,Sevilla,Ecuador,69000
43,Male,Badajoz,España,8000
30,Male,Madrid,España,16000
36,Female,Zaragoza,España,14000
31,Female,Alacant,Chile,39000
35,Male,Asturias,Italia,22000
75,Male,Murcia,España,24000
72,Female,Barcelona,España,75000
73,Female,A Coruña,España,5000
28,Male,Madrid,España,32000
55,Male,Valladolid,España,37000
37,Male,Zamora,España,19000
63,Female,Lleida,España,21000
60,Female,Madrid,España,28000
21,Female,Sevilla,España,16000
35,Male,Valladolid,España,63000
43,Female,Zaragoza,España,16000
74,Male,Barcelona,España,32000
53,Female,Huelva,España,8000
37,Male,València,España,58000
53,Male,Asturias,España,49000
34,Male,Barcelona,España,22000
34,Female,València,Cuba,49000
46,Female,Tarragona,España,26000
84,Female,Madrid,España,18000
18,Male,Illes Balears,España,54000
38,Female,Barcelona,España,75000
51,Male,Murcia,España,10000
51,Male,Zaragoza,Marruecos,55000
46,Male,Las Palmas,España,41000
40,Male,Madrid,España,18000
77,Male,València,España,39000
30,Male,Las Palmas,España,14000
29,Male,Alacant,Rumanía,13000
50,Female,A Coruña,España,29000
34,Female,Araba,Colombia,57000
76,Male,Las Palmas,España,8000
44,Female,Barcelona,España,12000
33,Male,Sevilla,España,13000
23,Male,Illes Balears,España,81000
49,Male,A Coruña,España,9000
20,Male,Madrid,España,14000
55,Female,Almería,España,39000
57,Male,Santa Cruz de Tenerife,España,44000
45,Male,A Coruña,España,19000
73,Male,Las Palmas,España,42000
46,Female,València,España,14000
73,Female,Jaén,España,31000
59,Female,Madrid,España,21000
57,Female,Madrid,España,41000
61,Female,Illes Balears,España,22000
52,Male,Ceuta,España,27000
27,Male,Badajoz,España,9000
67,Female,Zamora,España,34000
48,Male,Las Palmas,España,60000
56,Male,Toledo,España,35000
20,Male,Gipuzkoa,Kazajstán,12000
50,Male,Lugo,España,11000
37,Female,Granada,España,14000
37,Male,Sevilla,España,13000
43,Female,Zaragoza,España,7000
62,Male,Las Palmas,España,49000
65,Male,València,España,10000
20,Male,Madrid,España,14000
41,Female,Teruel,España,8000
59,Male,Málaga,España,28000
42,Male,Sevilla,España,6000
72,Male,Guadalajara,España,25000
75,Male,Madrid,Honduras,17000
52,Male,A Coruña,Marruecos,47000
68,Female,Zaragoza,España,48000
46,Female,Madrid,España,31000
45,Male,La Rioja,España,38000
48,Female,Navarra,España,10000
35,Female,Albacete,España,21000
82,Male,Barcelona,España,5000
30,Female,València,España,17000
63,Female,Las Palmas,España,28000
67,Female,Córdoba,España,17000
54,Female,Zamora,España,30000
22,Male,Castelló,España,22000
46,Female,Murcia,España,31000
81,Female,Castelló,España,29000
34,Male,Madrid,España,14000
58,Male,Girona,España,19000
43,Male,Guadalajara,España,7000
70,Female,Madrid,España,9000
18,Male,Valladolid,España,22000
57,Female,Málaga,España,14000
80,Female,Córdoba,España,32000
36,Male,Illes Balears,España,99000
72,Male,Murcia,España,31000
72,Male,Alacant,España,16000
30,Female,Bizkaia,España,19000
64,Female,A Coruña,España,16000
64,Female,Barcelona,España,26000
36,Male,Alacant,España,22000
54,Male,León,Rumanía,15000
31,Male,Granada,España,11000
33,Female,Barcelona,España,26000
55,Female,A Coruña,España,28000
51,Female,Toledo,España,13000
29,Female,Murcia,España,28000
46,Male,Almería,España,15000
50,Male,Madrid,España,24000
39,Female,Salamanca,España,25000
53,Male,Ávila,España,32000
45,Female,Barcelona,España,13000
66,Female,Córdoba,España,15000
45,Male,Palencia,España,28000
38,Female,Madrid,España,23000
19,Female,Murcia,España,35000
67,Female,Alacant,México,17000
43,Female,A Coruña,España,10000
51,Female,Santa Cruz de Tenerife,España,18000
39,Male,Madrid,España,10000
65,Female,Pontevedra,España,29000
22,Female,Asturias,España,18000
39,Female,A Coruña,España,19000
34,Female,Barcelona,Venezuela,13000
31,Male,Madrid,España,14000
61,Female,Ceuta,España,56000
37,Male,Alacant,España,31000
67,Male,Barcelona,Ucrania,23000
69,Male,València,España,20000
20,Male,Castelló,España,18000
24,Female,Cádiz,España,64000
46,Male,Barcelona,España,14000
61,Male,Granada,España,39000
84,Female,Huelva,España,21000
74,Female,Madrid,España,34000
45,Female,Lleida,España,22000
41,Female,Las Palmas,España,13000
21,Female,Madrid,España,12000
77,Male,Barcelona,España,11000
51,Male,Castelló,España,45000
25,Female,Illes Balears,España,28000
40,Female,Barcelona,Marruecos,79000
66,Female,Zamora,España,13000
66,Male,Alacant,España,10000
59,Female,Madrid,España,15000
78,Female,Castelló,España,16000
24,Male,Barcelona,España,23000
44,Male,Alacant,España,16000
29,Male,Almería,México,26000
72,Male,Santa Cruz de Tenerife,España,15000
41,Male,Navarra,España,32000
46,Female,Huelva,España,34000
63,Male,Barcelona,España,24000
84,Male,Tarragona,España,48000
33,Male,Araba,España,10000
33,Male,Tarragona,Venezuela,18000
66,Female,Illes Balears,España,20000
29,Female,Illes Balears,España,28000
43,Female,Barcelona,España,21000
58,Female,Barcelona,España,23000
68,Male,Sevilla,España,35000
53,Female,Barcelona,España,19000
34,Male,Cáceres,España,19000
35,Male,Tarragona,Ucrania,20000
23,Female,Madrid,España,27000
30,Female,Barcelona,España,44000
72,Female,Málaga,España,8000
54,Female,Burgos,España,24000
22,Male,Sevilla,España,31000
54,Male,Alacant,España,43000
48,Female,Barcelona,España,12000
20,Male,Zaragoza,España,28000
58,Female,León,España,18000
46,Female,La Rioja,Colombia,55000
36,Female,Murcia,España,7000
78,Female,Zamora,España,33000
23,Male,Bizkaia,España,44000
42,Female,Sevilla,España,17000
25,Male,Zaragoza,España,16000
45,Female,A Coruña,España,27000
61,Male,León,España,60000
65,Female,Madrid,España,22000
42,Female,Málaga,Lituania,69000
49,Female,Albacete,España,18000
82,Male,Alacant,España,36000
70,Male,Barcelona,España,25000
20,Female,Madrid,España,19000
62,Female,Barcelona,España,16000
80,Male,Barcelona,España,37000
42,Male,Murcia,Honduras,27000
66,Female,Santa Cruz de Tenerife,España,11000
21,Male,València,Brasil,20000
26,Male,Barcelona,España,14000
68,Female,Madrid,Suiza,38000
75,Female,Madrid,Ecuador,20000
67,Female,Madrid,España,28000
44,Male,Alacant,España,15000
31,Female,Bizkaia,España,35000
67,Female,Barcelona,España,22000
72,Male,Madrid,España,41000
38,Male,Murcia,España,13000
44,Female,Murcia,España,12000
64,Female,Madrid,España,23000
51,Male,Ciudad Real,España,35000
50,Female,Madrid,España,39000
24,Female,Madrid,España,38000
65,Male,València,Perú,18000
47,Female,Zamora,España,24000
22,Female,Santa Cruz de Tenerife,España,18000
63,Female,Lleida,España,28000
56,Male,València,España,15000
35,Male,Alacant,España,20000
68,Male,Asturias,Senegal,44000
70,Female,Zamora,España,14000
37,Male,Barcelona,Alemania,10000
72,Male,Madrid,Portugal,36000
45,Female,Sevilla,España,36000
49,Male,Toledo,España,33000
53,Male,Huesca,España,24000
33,Male,Cantabria,España,10000
47,Male,València,España,37000
25,Male,Ciudad Real,España,11000
41,Male,Madrid,España,7000
47,Female,Murcia,España,10000
27,Male,Alacant,España,7000
34,Female,Gipuzkoa,Belarús,45000
42,Female,Alacant,España,11000
57,Male,Madrid,España,11000
58,Female,Madrid,España,96000
67,Male,A Coruña,España,50000
30,Female,La Rioja,España,27000
59,Female,Zaragoza,España,43000
54,Female,Toledo,Marruecos,63000
39,Male,Madrid,España,28000
18,Male,Santa Cruz de Tenerife,España,36000
34,Male,Alacant,Perú,10000
55,Female,A Coruña,España,24000
50,Female,Las Palmas,España,3000
20,Female,Almería,España,15000
19,Female,Ciudad Real,España,24000
27,Female,Madrid,España,11000
75,Male,Madrid,España,36000
58,Female,Toledo,Venezuela,34000
36,Female,Girona,España,14000
54,Female,Granada,Alemania,22000
31,Female,Huesca,Marruecos,20000
75,Female,València,España,9000
56,Female,Zaragoza,España,12000
81,Female,Alacant,España,14000
30,Male,Zamora,España,17000
33,Female,Gipuzkoa,España,33000
38,Male,Las Palmas,España,36000
34,Female,Zaragoza,Venezuela,11000
43,Female,Barcelona,España,40000
84,Female,Las Palmas,España,22000
47,Male,Zaragoza,España,18000
21,Female,Bizkaia,España,37000
32,Female,Málaga,Georgia,36000
33,Male,Barcelona,Ucrania,45000
54,Male,Málaga,España,17000
19,Male,Burgos,Argelia,22000
64,Female,Girona,España,16000
19,Male,Las Palmas,España,79000
39,Male,Badajoz,España,23000
55,Male,Madrid,España,38000
68,Female,Alacant,España,110000
81,Female,Navarra,España,21000
28,Female,Sevilla,España,28000
31,Male,Sevilla,España,32000
48,Male,Castelló,España,53000
64,Male,Lleida,España,16000
25,Male,Málaga,España,24000
55,Female,Soria,Marruecos,37000
77,Female,León,España,14000
56,Male,Murcia,España,7000
19,Male,Madrid,España,20000
81,Female,Palencia,España,14000
64,Male,Palencia,España,6000
27,Female,Madrid,España,54000
50,Female,Zamora,Bolivia,29000
37,Female,València,España,21000
54,Male,Ourense,España,33000
80,Female,Barcelona,España,8000
81,Female,Madrid,España,35000
45,Male,Sevilla,España,12000
61,Male,Las Palmas,España,15000
34,Male,València,España,28000
48,Male,Barcelona,España,40000
44,Female,Asturias,España,55000
20,Female,Madrid,España,42000
51,Female,Alacant,España,8000
61,Female,Zaragoza,España,31000
45,Male,Melilla,España,34000
58,Female,Madrid,España,13000
47,Male,València,España,20000
39,Female,Navarra,España,19000
43,Male,Cantabria,España,21000
27,Male,Granada,España,15000
20,Male,València,España,20000
41,Female,Sevilla,España,59000
83,Male,Zamora,España,26000
68,Male,Barcelona,España,30000
30,Male,Huesca,España,8000
40,Male,Madrid,España,23000
51,Male,Madrid,España,20000
41,Female,Las Palmas,España,11000
23,Male,València,España,19000
19,Female,Zamora,España,19000
81,Female,Sevilla,España,7000
75,Male,Madrid,España,32000
45,Male,Madrid,España,10000
48,Male,Valladolid,España,56000
67,Male,Granada,España,13000
82,Female,Cádiz,España,23000
35,Male,Barcelona,España,13000
34,Male,Zamora,España,17000
43,Male,Santa Cruz de Tenerife,España,60000
43,Male,A Coruña,Colombia,20000
82,Male,Girona,España,28000
76,Female,Jaén,España,30000
52,Female,Madrid,España,42000
42,Male,Zamora,España,37000
77,Male,Bizkaia,España,11000
70,Female,València,España,20000
32,Male,Sevilla,España,84000
35,Female,León,España,21000
22,Male,Sevilla,España,34000
49,Male,Tarragona,España,19000
46,Female,Madrid,España,11000
